,Unnamed: 0,Name,Title,Location,Salary,Rating,Size,Founded,Type,Industry,Sector,Revenue,Dscrb,Seniority,Python,R,SQL,Spark,Aws,Excel,PowerBI,Tableau
287,739,LiveOps,Data Scietist,Remote,129770.0,3.8,350.5,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"The Purpose of Your Role
Play a critical role in the design, development, support, and continuous improvement of the BI environment supporting internal and external stakeholders
Analyze complex data from multiple sources, determining configuration and connection methods for ingestion
Design dashboards, reports and cards for scalability and internal/external consumption using the Domo platform
Develop BI solutions according to user requirements, best practices, and industry standards
Participate in a full BI development lifecycle including planning, architecture design, development, testing, migration, and production support",none,0,1,0,0,0,0,0,0
288,741,Market Force Information,Data Scietist, MD,104000.0,3.7,750.5,NoFounded,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million (USD),"Market Force Information is a customer experience consulting firm. We help our clients in building a robust customer experience measurement program, report on these measures and analyze across data-streams to drive operations and marketing efforts at the client organization. The clients we work with include restaurants, retail chains, petro-convenience, healthcare, and financial services.
Position Summary:
In this role, you will make a significant contribution by helping Market Force Information’s clients successfully execute their customer experience transformation through our products, services, Big Data/SaaS analytics, and thought leadership.",none,0,1,0,0,0,0,0,0
289,742,Addison Group,Data Scietist,Remote,125000.0,3.8,750.5,1999,Company - Private,Staffing & Outsourcing,Business Services,NoRevenue,"Title: Data Scientist - Python, Gurobi
Location: Arlington, VA
Salary: $110-125K
No sponsorship available
We are a a financial and strategic advisory firm serving management, private equity, and other stakeholders in supply chain-intensive industries. Provide clients with a uniquely integrated approach to create value and insights through our platform as a service. Our approach is a fusion of analytical firepower, deep industry expertise and seasoned judgment that generates long-term value for clients in all segments of the transportation and logistics value chain.
We are looking for a savvy Data Engineer to join our growing team of analytics experts. The hire will be responsible for expanding and optimizing our data and building data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. To succeed in this data engineering position, you should have strong analytical skills and the ability to combine data from different sources. Data engineer skills also include familiarity with several programming languages, ability to produce production level code and knowledge of regression analysis.
IND 005-009",none,1,1,0,0,0,0,0,0
290,743,Liberty Mutual Insurance,Data Scietist,Remote,156800.0,3.9,10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That's why we provide an environment focused on openness, inclusion, trust and respect. Here, you'll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG's Insider Pro and Computerworld's 2020 list. For many years running, we have been named by Forbes as one of America's Best Employers for Women and one of America's Best Employers for New Graduates—as well as one of America's Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion

18",1,0,1,0,0,0,0,0,0
291,745,Liberty Mutual Insurance,Data Analyst,Remote,125500.0,3.9,10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That's why we provide an environment focused on openness, inclusion, trust and respect. Here, you'll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG's Insider Pro and Computerworld's 2020 list. For many years running, we have been named by Forbes as one of America's Best Employers for Women and one of America's Best Employers for New Graduates—as well as one of America's Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion

Bachelor's Degree
17",none,0,1,0,0,0,0,0,0
292,750,NoName,Data Scietist,Remote,150000.0,3.4,125.5,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),"Data Scientist
Clearance: None Required
Type: Full-Time
Start Date: Immediately
Salary: Negotiable, Based on Experience
Location: Washington, DC
Travel: None
Praescient Analytics, LLC is a Veteran-led, certified Woman-Owned Small Business (WOSB) founded in 2011 which specializes in implementing advanced analytics solutions across the defense, intelligence, and law enforcement communities. With over 40 contracts across 6 continents, over 70% of our employees are veterans and or have intelligence, law enforcement or counter fraud experience. We fully understand the unique challenges of our clients and work to identify, vet, implement, and enhance commercial and proprietary technologies to provide full scope solutions, because we have been there. Praescient has extensive experience designing, developing, and integrating solutions for customers including the US Army, Special Operations Command (SOCOM), US Navy (USN), US Marine Corps (USMC), US Coast Guard (USCG), Department of Justice (DOJ), Drug Enforcement Administration (DEA), and Federal Bureau of Investigation (FBI), Immigration and Customs Enforcement (ICE), intelligence community, and local law enforcement agencies, among others.",none,0,1,0,0,0,0,0,0
293,759,Indeed,Data Scietist,Remote,125000.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
As a Data Scientist at Indeed your role is to follow the data. Analyze, visualize, and model job search related data. You will build and implement machine learning models to make timely decisions. You will have access to unparalleled resources within Indeed to grow and develop both personally and professionally.

We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving Internet-scale products informed by data. The ideal candidate understands human behavior and knows what to look for in the data.

Responsibilities


We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.",none,0,1,0,0,0,0,0,0
294,763,Indeed,Data Scietist,Remote,188000.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
This role sits within the SMB Ads Optimization Team. At Indeed, SMB Ads are sponsored jobs created by employers that are looking for the right candidates in Indeed’s marketplace. We decide which sponsored jobs will be presented to job seekers in different channels by considering the employer's willingness to pay. In Indeed’s search, one of Indeed’s main channels, we do this by solving an auction at search time. However, in general, we combine multiple bidding and pricing strategies with optimization algorithms to define the right pricing strategy at the right moment.

As a Data Scientist in the SMB Ads Optimization team, your role is to design and build different mechanisms to find the right value to charge our customers. We are looking for a mixture of statistician, scientist, machine learning expert, and engineer: someone who has passion for building and improving Internet-scale products informed by data. You will be directly influencing Indeed's ads platform's future and responsible for improving our marketplace experimentation strategy. Last but not least, you will spend time understanding and making sense of highly non-linear systems while figuring out how to optimize them.




We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.",1,0,1,0,0,0,0,0,0
295,764,Lancer Insurance Company,Data Scietist, IL,100000.0,3.3,350.5,1985,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),"Predictive Modeler
Lancer Insurance Company, Inc. – Long Beach, NY
Lancer Insurance Company is looking for a talented and motivated predictive modeler to work with a data architect and/or data scientist to develop predictive models to provide modeling solutions that meet organizational needs and to perform in-depth analysis to guide and support strategic business decisions. The right candidate will be a successful communicator and self-starter with strong analytical skills who exhibits creativity, hustle, integrity, and teamwork.
Duties and Responsibilities:",none,0,1,0,0,0,0,0,0
296,768,National Security Agency,Data Scietist, DC,101589.0,3.5,NoSize,NoFounded,Government,Federal Agencies,Government,NoRevenue,"NSA Overview: The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes, and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from gaining access to sensitive classified national security information. At NSA, Data Science is a fundamental discipline and is present in nearly every aspect of the mission. NSA is the nation's leader in providing foreign signals intelligence while also protecting U.S. government information systems, forging the frontier of communications, and data analysis. We serve the American people by applying technical skills to meaningful work, keeping our friends and families safe for generations to come. You will make a lasting impact serving your country as a Data Scientist at the National Security Agency, using your curiosity and technical expertise to analyze large data sets to inform decision-making against foreign threats. Description of Position: Data science at NSA is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybsersecurity challenges. The Data Science Development Program (DSDP) is a three-year opportunity to develop and enhance your data science skills for an NSA career. Participants experience the breadth of data science at NSA through six- to nine-month assignments in a variety of diverse organizations, and collaborate with NSA's experts in the field of data science. You will have opportunities to attend technical conferences with experts from industry and academia. You will routinely discuss and share NSA's challenges and successes at weekly technical roundtables. You will study data science and related subjects in NSA-taught classes. We foster an environment where you will develop your data science skills, allowing you to quickly contribute to NSA's highest priority mission challenges. Graduates of the DSDP may choose their first permanent assignments from any of the NSA Directorates, depending on availability.
As a Data Scientist at NSA, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Collecting and combining data from multiple sources - Identifying and analyzing anomalous data (including metadata) - Applying scientific methods to data evaluation, performing statistical inference, and data mining - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming -Working collaboratively and iteratively throughout the data-science lifecycle - Developing analytic plans, engineer supporting algorithms, and design and implement solutions which execute analytic plans. - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations",none,0,1,0,0,0,0,0,0
297,770,Addison Group,Data Scietist,Remote,125000.0,3.8,750.5,1999,Company - Private,Staffing & Outsourcing,Business Services,NoRevenue,"Title: Data Scientist - Python, Gurobi
Location: Arlington, VA
Salary: $110-125K
No sponsorship available
We are a a financial and strategic advisory firm serving management, private equity, and other stakeholders in supply chain-intensive industries. Provide clients with a uniquely integrated approach to create value and insights through our platform as a service. Our approach is a fusion of analytical firepower, deep industry expertise and seasoned judgment that generates long-term value for clients in all segments of the transportation and logistics value chain.
We are looking for a savvy Data Engineer to join our growing team of analytics experts. The hire will be responsible for expanding and optimizing our data and building data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. To succeed in this data engineering position, you should have strong analytical skills and the ability to combine data from different sources. Data engineer skills also include familiarity with several programming languages, ability to produce production level code and knowledge of regression analysis.
IND 005-009",none,1,1,0,0,0,0,0,0
298,774,Market Force Information,Data Scietist, MD,104000.0,3.7,750.5,NoFounded,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million (USD),"Market Force Information is a customer experience consulting firm. We help our clients in building a robust customer experience measurement program, report on these measures and analyze across data-streams to drive operations and marketing efforts at the client organization. The clients we work with include restaurants, retail chains, petro-convenience, healthcare, and financial services.
Position Summary:
In this role, you will make a significant contribution by helping Market Force Information’s clients successfully execute their customer experience transformation through our products, services, Big Data/SaaS analytics, and thought leadership.",none,0,1,0,0,0,0,0,0
299,778,Liberty Mutual Insurance,Data Analyst,Remote,125500.0,3.9,10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That's why we provide an environment focused on openness, inclusion, trust and respect. Here, you'll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG's Insider Pro and Computerworld's 2020 list. For many years running, we have been named by Forbes as one of America's Best Employers for Women and one of America's Best Employers for New Graduates—as well as one of America's Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion

Bachelor's Degree
17",none,0,1,0,0,0,0,0,0
300,780,Praescient Analytics,Data Scietist, TX,150000.0,3.4,125.5,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),"Data Scientist
Clearance: None Required
Type: Full-Time
Start Date: Immediately
Salary: Negotiable, Based on Experience
Location: Washington, DC
Travel: None
Praescient Analytics, LLC is a Veteran-led, certified Woman-Owned Small Business (WOSB) founded in 2011 which specializes in implementing advanced analytics solutions across the defense, intelligence, and law enforcement communities. With over 40 contracts across 6 continents, over 70% of our employees are veterans and or have intelligence, law enforcement or counter fraud experience. We fully understand the unique challenges of our clients and work to identify, vet, implement, and enhance commercial and proprietary technologies to provide full scope solutions, because we have been there. Praescient has extensive experience designing, developing, and integrating solutions for customers including the US Army, Special Operations Command (SOCOM), US Navy (USN), US Marine Corps (USMC), US Coast Guard (USCG), Department of Justice (DOJ), Drug Enforcement Administration (DEA), and Federal Bureau of Investigation (FBI), Immigration and Customs Enforcement (ICE), intelligence community, and local law enforcement agencies, among others.",none,0,1,0,0,0,0,0,0
301,785,Indeed,Data Scietist,Remote,228500.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
We’re looking for a Data Scientist to join our growing team here at Indeed. The Ranking team focuses on leveraging our understanding of jobs + Job seekers, and our scale. The team’s mission is to match every jobseeker find the most relevant jobs in their job search. We work hard to ensure each personalized search brings the most relevant and attainable search results for every jobseeker.

Responsibilities:
Conceptualize, analyze, build, test, and implement models that utilize various and diverse data sets to solve problems related to the employment and recruiting industries
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.",1,0,1,0,0,0,0,0,0
302,796,Indeed,Data Scietist,Remote,188000.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
This role sits within the SMB Ads Optimization Team. At Indeed, SMB Ads are sponsored jobs created by employers that are looking for the right candidates in Indeed’s marketplace. We decide which sponsored jobs will be presented to job seekers in different channels by considering the employer's willingness to pay. In Indeed’s search, one of Indeed’s main channels, we do this by solving an auction at search time. However, in general, we combine multiple bidding and pricing strategies with optimization algorithms to define the right pricing strategy at the right moment.

As a Data Scientist in the SMB Ads Optimization team, your role is to design and build different mechanisms to find the right value to charge our customers. We are looking for a mixture of statistician, scientist, machine learning expert, and engineer: someone who has passion for building and improving Internet-scale products informed by data. You will be directly influencing Indeed's ads platform's future and responsible for improving our marketplace experimentation strategy. Last but not least, you will spend time understanding and making sense of highly non-linear systems while figuring out how to optimize them.




We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.",1,0,1,0,0,0,0,0,0
303,800,LiveOps,Data Scietist,Remote,129770.0,3.8,350.5,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"The Purpose of Your Role
Play a critical role in the design, development, support, and continuous improvement of the BI environment supporting internal and external stakeholders
Analyze complex data from multiple sources, determining configuration and connection methods for ingestion
Design dashboards, reports and cards for scalability and internal/external consumption using the Domo platform
Develop BI solutions according to user requirements, best practices, and industry standards
Participate in a full BI development lifecycle including planning, architecture design, development, testing, migration, and production support",none,0,1,0,0,0,0,0,0
304,801,Indeed,Data Scietist,Remote,115000.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
As a Data Scientist at Indeed your role is to follow the data. Analyze, visualize, and model job search related data. You will build and implement machine learning models to make timely decisions. You will have access to unparalleled resources within Indeed to grow and develop both personally and professionally.

We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving Internet-scale products informed by data. The ideal candidate understands human behavior and knows what to look for in the data.

Responsibilities
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.",none,0,1,0,0,0,0,0,0
305,802,Lancer Insurance Company,Data Scietist,Remote,100000.0,3.3,350.5,1985,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),"Predictive Modeler
Lancer Insurance Company, Inc. – Long Beach, NY
Lancer Insurance Company is looking for a talented and motivated predictive modeler to work with a data architect and/or data scientist to develop predictive models to provide modeling solutions that meet organizational needs and to perform in-depth analysis to guide and support strategic business decisions. The right candidate will be a successful communicator and self-starter with strong analytical skills who exhibits creativity, hustle, integrity, and teamwork.
Duties and Responsibilities:",none,0,1,0,0,0,0,0,0
306,803,Technology Navigators,Data Scietist,Remote,144000.0,3.9,125.5,1999,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),"No sponsorship available. No third-party candidates.
This position is 100% REMOTE. Qualified applicants must reside within the United States.
Powering more than a TRILLION transactions on a weekly basis, this SaaS powerhouse company consistently generates data-driven results to help their global clientele communicate more effectively with buyers.
We’re searching for a skilled Senior Data Scientist with a solid technical background to join our client’s growing technical team. You’ll get to play a critical role in providing audience insights for end-clients who successfully leverage data assets and media partner exposure data.",1,0,1,0,0,0,0,0,0
307,804,Indeed,Data Scietist,Remote,144000.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
As a Data Scientist at Indeed your role is to follow the data. Analyze, visualize, and model job search related data. You will build and implement machine learning models to make timely decisions. You will have access to unparalleled resources within Indeed to grow and develop both personally and professionally.

We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving Internet-scale products informed by data. The ideal candidate understands human behavior and knows what to look for in the data.

Responsibilities
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.",none,0,1,0,0,0,0,0,0
308,806,Addison Group,Data Scietist,Remote,125000.0,3.8,750.5,1999,Company - Private,Staffing & Outsourcing,Business Services,NoRevenue,"Title: Data Scientist - Python, Gurobi
Location: Arlington, VA
Salary: $110-125K
No sponsorship available
We are a a financial and strategic advisory firm serving management, private equity, and other stakeholders in supply chain-intensive industries. Provide clients with a uniquely integrated approach to create value and insights through our platform as a service. Our approach is a fusion of analytical firepower, deep industry expertise and seasoned judgment that generates long-term value for clients in all segments of the transportation and logistics value chain.
We are looking for a savvy Data Engineer to join our growing team of analytics experts. The hire will be responsible for expanding and optimizing our data and building data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. To succeed in this data engineering position, you should have strong analytical skills and the ability to combine data from different sources. Data engineer skills also include familiarity with several programming languages, ability to produce production level code and knowledge of regression analysis.
IND 005-009",none,1,1,0,0,0,0,0,0
309,807,"Vizient, Inc.",Data Scietist, IL,127300.0,3.9,10000+,1977,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.
Summary:
In this role, you will conduct sophisticated data analysis to help address critical business and member questions, the outputs of which enable members to drive improvements in clinical, operational, and economic outcomes.
$102,400.00 - $152,200.00",none,0,1,0,0,0,0,0,0
310,808,Brightwing,Data Scietist,Remote,107500.0,3.9,125.5,1973,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),"Remote Work
Must have a minimum of 2 years working experience modeling within Python.
Responsibilities include development and monitoring of complex models and tools that are used to drive business decisions for our organization.
Principal Duties and Responsibilities
Develop statistical models or nonlinear machine learning techniques for usage in: Underwriting, Existing Customer Management, Marketing Campaigns, and Collections
Conduct the implementation of scorecards",none,1,1,0,0,0,0,0,0
311,810,Praescient Analytics,Data Scietist, DC,150000.0,3.4,125.5,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),"Data Scientist
Clearance: None Required
Type: Full-Time
Start Date: Immediately
Salary: Negotiable, Based on Experience
Location: Washington, DC
Travel: None
Praescient Analytics, LLC is a Veteran-led, certified Woman-Owned Small Business (WOSB) founded in 2011 which specializes in implementing advanced analytics solutions across the defense, intelligence, and law enforcement communities. With over 40 contracts across 6 continents, over 70% of our employees are veterans and or have intelligence, law enforcement or counter fraud experience. We fully understand the unique challenges of our clients and work to identify, vet, implement, and enhance commercial and proprietary technologies to provide full scope solutions, because we have been there. Praescient has extensive experience designing, developing, and integrating solutions for customers including the US Army, Special Operations Command (SOCOM), US Navy (USN), US Marine Corps (USMC), US Coast Guard (USCG), Department of Justice (DOJ), Drug Enforcement Administration (DEA), and Federal Bureau of Investigation (FBI), Immigration and Customs Enforcement (ICE), intelligence community, and local law enforcement agencies, among others.",none,0,1,0,0,0,0,0,0
312,819,Indeed,Data Scietist,Remote,228500.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
We’re looking for a Data Scientist to join our growing team here at Indeed. The Ranking team focuses on leveraging our understanding of jobs + Job seekers, and our scale. The team’s mission is to match every jobseeker find the most relevant jobs in their job search. We work hard to ensure each personalized search brings the most relevant and attainable search results for every jobseeker.

Responsibilities:
Conceptualize, analyze, build, test, and implement models that utilize various and diverse data sets to solve problems related to the employment and recruiting industries
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.",1,0,1,0,0,0,0,0,0
313,824,Indeed,Data Scietist, MD,188000.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
This role sits within the SMB Ads Optimization Team. At Indeed, SMB Ads are sponsored jobs created by employers that are looking for the right candidates in Indeed’s marketplace. We decide which sponsored jobs will be presented to job seekers in different channels by considering the employer's willingness to pay. In Indeed’s search, one of Indeed’s main channels, we do this by solving an auction at search time. However, in general, we combine multiple bidding and pricing strategies with optimization algorithms to define the right pricing strategy at the right moment.

As a Data Scientist in the SMB Ads Optimization team, your role is to design and build different mechanisms to find the right value to charge our customers. We are looking for a mixture of statistician, scientist, machine learning expert, and engineer: someone who has passion for building and improving Internet-scale products informed by data. You will be directly influencing Indeed's ads platform's future and responsible for improving our marketplace experimentation strategy. Last but not least, you will spend time understanding and making sense of highly non-linear systems while figuring out how to optimize them.




We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.",1,0,1,0,0,0,0,0,0
314,825,Technology Navigators,Data Scietist,Remote,144000.0,3.9,125.5,1999,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),"No sponsorship available. No third-party candidates.
This position is 100% REMOTE. Qualified applicants must reside within the United States.
Powering more than a TRILLION transactions on a weekly basis, this SaaS powerhouse company consistently generates data-driven results to help their global clientele communicate more effectively with buyers.
We’re searching for a skilled Senior Data Scientist with a solid technical background to join our client’s growing technical team. You’ll get to play a critical role in providing audience insights for end-clients who successfully leverage data assets and media partner exposure data.",1,0,1,0,0,0,0,0,0
315,826,LiveOps,Data Scietist, TX,129770.0,3.8,350.5,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"The Purpose of Your Role
Play a critical role in the design, development, support, and continuous improvement of the BI environment supporting internal and external stakeholders
Analyze complex data from multiple sources, determining configuration and connection methods for ingestion
Design dashboards, reports and cards for scalability and internal/external consumption using the Domo platform
Develop BI solutions according to user requirements, best practices, and industry standards
Participate in a full BI development lifecycle including planning, architecture design, development, testing, migration, and production support",none,0,1,0,0,0,0,0,0
316,828,Indeed,Data Scietist,Remote,115000.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
As a Data Scientist at Indeed your role is to follow the data. Analyze, visualize, and model job search related data. You will build and implement machine learning models to make timely decisions. You will have access to unparalleled resources within Indeed to grow and develop both personally and professionally.

We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving Internet-scale products informed by data. The ideal candidate understands human behavior and knows what to look for in the data.

Responsibilities
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.",none,0,1,0,0,0,0,0,0
317,832,Lancer Insurance Company,Data Scietist,Remote,100000.0,3.3,350.5,1985,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),"Predictive Modeler
Lancer Insurance Company, Inc. – Long Beach, NY
Lancer Insurance Company is looking for a talented and motivated predictive modeler to work with a data architect and/or data scientist to develop predictive models to provide modeling solutions that meet organizational needs and to perform in-depth analysis to guide and support strategic business decisions. The right candidate will be a successful communicator and self-starter with strong analytical skills who exhibits creativity, hustle, integrity, and teamwork.
Duties and Responsibilities:",none,0,1,0,0,0,0,0,0
318,833,Indeed,Data Scietist,Remote,144000.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
As a Data Scientist at Indeed your role is to follow the data. Analyze, visualize, and model job search related data. You will build and implement machine learning models to make timely decisions. You will have access to unparalleled resources within Indeed to grow and develop both personally and professionally.

We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving Internet-scale products informed by data. The ideal candidate understands human behavior and knows what to look for in the data.

Responsibilities
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.",none,0,1,0,0,0,0,0,0
319,837,Brightwing,Data Scietist,Remote,107500.0,3.9,125.5,1973,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),"Remote Work
Must have a minimum of 2 years working experience modeling within Python.
Responsibilities include development and monitoring of complex models and tools that are used to drive business decisions for our organization.
Principal Duties and Responsibilities
Develop statistical models or nonlinear machine learning techniques for usage in: Underwriting, Existing Customer Management, Marketing Campaigns, and Collections
Conduct the implementation of scorecards",none,1,1,0,0,0,0,0,0
320,838,Addison Group,Data Scietist,Remote,125000.0,3.8,750.5,1999,Company - Private,Staffing & Outsourcing,Business Services,NoRevenue,"Title: Data Scientist - Python, Gurobi
Location: Arlington, VA
Salary: $110-125K
No sponsorship available
We are a a financial and strategic advisory firm serving management, private equity, and other stakeholders in supply chain-intensive industries. Provide clients with a uniquely integrated approach to create value and insights through our platform as a service. Our approach is a fusion of analytical firepower, deep industry expertise and seasoned judgment that generates long-term value for clients in all segments of the transportation and logistics value chain.
We are looking for a savvy Data Engineer to join our growing team of analytics experts. The hire will be responsible for expanding and optimizing our data and building data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. To succeed in this data engineering position, you should have strong analytical skills and the ability to combine data from different sources. Data engineer skills also include familiarity with several programming languages, ability to produce production level code and knowledge of regression analysis.
IND 005-009",none,1,1,0,0,0,0,0,0
